Fechas,Global_Avg,Difusa_Avg,Directa_Avg
2017-07-03 21:51:00,-0.8021977,-0.6986055,1019.434
2017-07-03 21:51:00,-0.8022009,-0.6986082,1276.462
2017-07-03 21:51:00,-0.8022106,-0.6986167,1351.355
2017-07-03 21:51:00,-0.8022131,-0.6986189,1125.956
2017-07-03 21:51:00,-0.8022191,-0.6986241,1066.168
2017-07-03 21:51:00,-0.80222,-0.6986248,943.4321
2017-07-03 21:51:00,-0.8022279,-0.6986319,1023.357
2017-07-03 21:51:00,-0.8022285,-0.6986323,938.1316
2017-07-03 21:51:00,-0.8022324,-0.6986356,994.5532
2017-07-03 21:51:00,-0.8022327,-0.698636,922.8717
2017-07-03 21:51:00,-0.7955531,-0.6986409,1080.295
2017-07-03 21:51:00,-0.8022394,-0.6986418,1227.21
2017-07-03 21:51:00,-0.8022457,-0.6986473,1090.875
2017-07-03 21:51:00,-0.8022461,-0.6986476,886.5944
2017-07-03 21:51:00,-0.8022479,-0.6986492,1054.266
2017-07-03 21:51:00,-0.8022491,-0.6986502,998.5385
2017-07-03 21:51:00,-0.8022524,-0.698653,837.1013
2017-07-03 21:51:00,-0.8022541,-0.6986547,1182.058
2017-07-03 21:51:00,-0.8022579,-0.698658,1008.42
2017-07-03 21:51:00,-0.8022583,-0.6986582,888.438
2017-07-03 21:51:00,-0.8022588,-0.6986587,986.5586
2017-07-03 21:51:00,-0.8022578,-0.6986578,1165.794
2017-07-03 21:51:00,-0.8022566,-0.6986567,1219.527
2017-07-03 21:51:00,-0.8022572,-0.6986572,1053.553
2017-07-03 21:51:00,-0.8022577,-0.6986578,938.9116
2017-07-03 21:51:00,-0.8022565,-0.6986566,1086.592
2017-07-03 21:51:00,-0.8022556,-0.698656,1134.373
2017-07-03 21:51:00,-0.8022566,-0.6986568,728.7475
2017-07-03 21:51:00,-0.8022571,-0.6986572,969.2589
2017-07-03 21:51:00,-0.8022557,-0.698656,1025.614
2017-07-03 21:51:00,-0.8022552,-0.6986555,1129.197
2017-07-03 21:51:00,-0.8022521,-0.6986529,1192.57
2017-07-03 21:51:00,-0.8022514,-0.6986523,1421.863
2017-07-03 21:51:00,-0.8022517,-0.6986525,1274.057
2017-07-03 21:51:00,-0.8022518,-0.6986525,1065.818
2017-07-03 21:51:00,-0.8022546,-0.6986551,1297.834
2017-07-03 21:51:00,-0.8022548,-0.6986552,1189.422
2017-07-03 21:51:00,-0.8022541,-0.7859865,883.8779
2017-07-03 21:51:00,-0.8022543,-0.9140733,1095.17
2017-07-03 21:51:00,-0.8022565,-0.9198979,1015.208
2017-07-03 21:51:00,-0.8022569,-0.7627006,920.6238
2017-07-03 21:51:00,-0.8022604,-0.7161266,814.7021
2017-07-03 21:51:00,-0.8022604,-0.6986601,793.7811
2017-07-03 21:51:00,-0.8022602,-0.6986599,850.6326
2017-07-03 21:51:00,-0.8022608,-0.6986604,1159.495
2017-07-03 21:51:00,-0.8022625,-0.6986619,1168.938
2017-07-03 21:51:00,-0.8022639,-0.698663,1106.192
2017-07-03 21:51:00,-0.8022664,-0.6986653,907.0976
2017-07-03 21:51:00,-0.8022683,-0.6986669,995.1669
2017-07-03 21:51:00,-0.8022711,-0.6986694,1162.725
2017-07-03 21:51:00,-0.802271,-0.6986693,1021.752
2017-07-03 21:51:00,-0.8022709,-0.6986692,752.8662
2017-07-03 21:51:00,-0.8022718,-0.6986701,1294.091
2017-07-03 21:51:00,-0.8022727,-0.6986708,1059.614
2017-07-03 21:51:00,-0.8022746,-0.6986725,1007.929
