Record;Global;Difusa;Directa;
103581;-2.393584;-1.746777;-2.552731;
103582;-2.146203;-1.746778;-1.276366;
103583;-2.266551;-1.746778;-2.269095;
103584;-2.366842;-1.764246;-1.560003;
103585;-2.406959;-1.944747;-2.410913;
103586;-2.346785;-1.775892;-1.276366;
103587;-2.012485;-1.746779;-2.765459;
103588;-2.0058;-1.74678;-1.205456;
103589;-1.985742;-1.74678;-1.276366;
103590;-1.731674;-1.74678;-2.69455;
103591;-1.60464;-1.74678;-1.630912;
103592;-1.60464;-1.74678;-2.269095;
103593;-1.60464;-1.74678;-1.418184;
103594;-1.604641;-1.746781;-1.843639;
103595;-1.604641;-1.746781;-1.843639;
103596;-1.604641;-1.746781;-1.347275;
103597;-1.638071;-1.746781;-2.056367;
103598;-1.898825;-1.746781;-3.190914;
103599;-2.005801;-1.746781;-3.61637;
103600;-2.233125;-1.746781;-3.332733;
103601;-2.306671;-1.746781;-2.978187;
103602;-2.012487;-1.746781;-2.836369;
103603;-1.972371;-1.746781;-3.120005;
103604;-1.704931;-1.746781;-2.978187;
103605;-1.604641;-1.746781;-2.056367;
103606;-1.604641;-1.746781;-3.049096;
103607;-1.604641;-1.746781;-3.261824;
103608;-1.604641;-1.735136;-3.261824;
103609;-1.604641;-1.746781;-3.970916;
103610;-1.604641;-1.746781;-3.687279;
103611;-1.604641;-1.746781;-2.978187;
103612;-1.604641;-1.671087;-1.701821;
103613;-1.604641;-1.717668;-3.190914;
103614;-1.604641;-1.746781;-3.474551;
103615;-1.751733;-1.746781;-2.552732;
103616;-2.005802;-1.746781;-2.69455;
103617;-2.005802;-1.746781;-2.269095;
103618;-2.005802;-1.746781;-2.269095;
103619;-2.019174;-1.746781;-3.120005;
103620;-2.005802;-1.746781;-3.261824;
103621;-2.012488;-1.746781;-3.829098;
103622;-2.005802;-1.746781;-2.269095;
103623;-1.972372;-1.746781;-2.907278;
103624;-1.825279;-1.746781;-3.120005;
103625;-1.952314;-1.746781;-3.758188;
103626;-2.005802;-1.746781;-3.687279;
103627;-2.005802;-1.746781;-3.261824;
103628;-1.959;-1.746781;-3.54546;
103629;-1.831966;-1.746781;-3.61637;
103630;-1.604641;-1.746781;-3.970916;
103631;-1.604641;-1.746781;-3.190914;
103632;-1.604641;-1.746781;-3.049096;
103633;-1.604641;-1.746781;-3.332733;
103634;-1.604641;-1.746781;-4.112734;
103635;-1.604641;-1.746781;-3.970916;
103636;-1.604641;-1.746781;-3.970916;
103637;-1.604641;-1.746781;-3.54546;
103638;-1.604641;-1.746781;-3.829098;
103639;-1.604641;-1.746781;-3.758188;
103640;-1.604641;-1.746781;-2.978187;
103641;-1.604641;-1.624507;-3.190914;
103642;-1.604641;-1.397425;-2.552732;
103643;-1.597955;-1.315909;-3.970916;
103644;-1.597955;-1.280973;-4.112734;
103645;-1.604641;-1.379957;-3.900007;
103646;-1.604641;-1.321731;-2.552731;
103647;-1.250283;-1.048069;-4.041824;
103648;-1.203481;-1.048069;-4.183642;
103649;-1.123249;-1.048069;-4.112733;
103650;-1.176737;-1.048069;-4.254552;
103651;-1.203481;-1.048069;-3.970916;
103652;-1.277027;-1.176166;-3.758188;
103653;-1.604641;-1.5197;-3.829098;
103654;-1.604641;-1.682733;-3.758188;
103655;-1.604641;-1.40907;-3.261824;
103656;-1.604641;-1.304263;-3.758188;
103657;-1.604641;-1.077182;-3.687279;
103658;-1.604641;-1.053891;-3.829098;
103659;-1.604641;-1.112117;-4.041825;
103660;-1.604641;-1.391602;-4.041825;
103661;-1.604641;-1.502232;-3.61637;
103662;-1.604641;-1.735136;-3.829098;
103663;-1.604641;-1.746781;-3.190914;
103664;-1.604641;-1.746781;-3.900007;
103665;-1.711617;-1.746781;-3.61637;
103666;-1.99243;-1.746781;-3.758188;
103667;-2.005802;-1.746781;-3.758188;
103668;-2.012488;-1.746781;-3.54546;
103669;-2.119464;-1.746781;-3.261824;
103670;-2.373532;-1.746781;-3.829098;
103671;-2.213068;-1.746781;-3.758188;
103672;-2.005802;-1.746781;-3.403642;
103673;-1.985743;-1.746781;-3.687278;
103674;-1.765105;-1.746781;-3.829096;
103675;-1.738361;-1.746781;-3.758187;
103676;-1.711617;-1.746781;-3.54546;
103677;-1.698245;-1.746781;-4.183643;
103678;-1.604641;-1.467296;-4.041825;
103679;-1.604641;-1.164521;-3.687279;
103680;-1.604641;-1.053891;-4.112734;
103681;-1.604641;-1.350844;-3.474551;
103682;-1.604641;-1.473119;-3.61637;
103683;-1.604641;-1.647797;-3.758188;
103684;-1.604641;-1.740959;-3.900007;
103685;-1.604641;-1.746781;-4.041825;
103686;-1.611327;-1.746781;-3.829097;
103687;-1.611327;-1.746781;-4.254551;
103688;-1.738361;-1.746781;-4.112733;
103689;-1.651443;-1.746781;-3.403641;
103690;-1.624699;-1.746781;-3.829097;
103691;-1.604641;-1.746781;-4.112734;
103692;-1.604641;-1.746781;-3.829097;
103693;-1.604641;-1.735136;-3.900007;
103694;-1.604641;-1.467296;-4.183644;
103695;-1.604641;-1.478942;-3.758188;
103696;-1.604641;-1.426538;-3.049096;
103697;-1.604641;-1.455651;-3.829098;
103698;-1.604641;-1.391602;-3.900007;
103699;-1.604641;-1.391602;-3.61637;
103700;-1.604641;-1.391602;-3.261823;
103701;-1.604641;-1.461474;-3.47455;
103702;-1.604641;-1.548813;-3.261823;
103703;-1.604641;-1.65362;-4.183642;
103704;-1.604641;-1.746781;-4.041823;
103705;-1.724989;-1.746781;-3.829096;
103706;-1.878767;-1.746781;-4.041822;
103707;-1.658129;-1.746781;-3.900004;
103708;-1.611327;-1.746781;-4.112732;
103709;-1.624699;-1.746781;-3.403641;
103710;-1.724989;-1.746781;-4.041823;
103711;-1.704931;-1.746781;-3.829096;
103712;-1.738361;-1.746781;-3.829097;
103713;-1.678187;-1.746781;-4.112733;
103714;-1.618013;-1.746781;-3.829097;
103715;-1.731675;-1.746781;-3.474551;
103716;-1.791849;-1.746781;-3.403642;
103717;-1.852023;-1.746781;-3.403642;
103718;-1.965685;-1.746781;-3.261824;
103719;-1.758419;-1.746781;-3.261824;
103720;-1.611327;-1.746781;-3.61637;
103721;-1.604641;-1.746781;-3.54546;
103722;-1.604641;-1.746781;-4.254553;
103723;-1.604643;-1.746783;-4.112758;
103724;-1.604646;-1.746786;-4.183701;
103725;-1.604649;-1.74679;-3.616438;
103726;-1.604653;-1.746794;-4.112836;
103727;-1.66483;-1.746796;-4.183735;
103728;-1.985763;-1.746798;-4.112815;
103729;-2.005826;-1.746803;-4.183751;
103730;-2.005829;-1.746805;-4.183767;
103731;-2.005832;-1.746808;-3.829195;
103732;-1.952344;-1.746809;-4.041921;
103733;-1.604668;-1.74681;-4.183728;
103734;-1.604668;-1.74681;-3.82917;
103735;-1.604671;-1.746814;-4.112845;
103736;-1.604672;-1.746815;-3.90012;
103737;-1.604677;-1.740998;-3.758323;
103738;-1.604678;-1.711885;-3.971063;
103739;-1.60468;-1.706064;-3.616479;
103740;-1.60468;-1.723532;-3.829211;
103741;-1.60468;-1.729355;-3.758278;
103742;-1.60468;-1.741001;-4.112834;
103743;-1.604683;-1.746827;-3.971046;
103744;-1.604683;-1.746827;-3.332846;
103745;-1.604687;-1.746832;-4.112899;
103746;-1.604688;-1.746832;-4.112892;
103747;-1.604689;-1.746833;-3.971043;
103748;-1.611376;-1.746834;-3.332845;
103749;-1.832023;-1.746836;-4.041984;
103750;-2.005865;-1.746836;-4.041974;
103751;-2.005865;-1.746836;-4.183775;
103752;-2.005869;-1.74684;-3.687431;
103753;-2.099483;-1.746846;-4.183887;
103754;-2.366939;-1.74685;-4.254805;
103755;-2.407062;-1.7585;-4.112983;
103756;-2.407064;-1.933187;-3.829303;
103757;-2.407066;-1.927365;-4.112933;
103758;-2.407064;-1.752679;-4.11291;
103759;-2.333514;-1.746855;-4.254718;
103760;-2.01257;-1.746853;-4.254695;
103761;-2.005882;-1.746851;-3.687393;
103762;-1.999191;-1.746847;-4.112842;
103763;-1.678249;-1.746846;-4.112834;
103764;-1.6047;-1.746845;-3.616484;
103765;-1.604699;-1.746845;-3.687402;
103766;-1.604697;-1.746842;-4.041937;
103767;-1.604696;-1.706082;-4.112844;
103768;-1.604693;-1.746837;-4.254644;
103769;-1.604692;-1.746837;-4.04191;
103770;-1.604687;-1.746832;-3.687341;
103771;-1.604689;-1.746833;-3.758255;
103772;-1.604709;-1.612929;-3.829202;
103773;-1.290453;-1.275204;-3.687377;
103774;-1.203527;-1.065577;-3.900092;
103775;-1.203526;-1.083045;-3.687356;
103776;-1.203522;-1.071396;-3.970984;
103777;-1.203521;-1.048103;-3.474607;
103778;-1.203517;-1.0481;-3.61642;
103779;-1.203516;-1.048099;-3.758237;
103780;-1.203513;-1.048097;-3.68732;
103781;-1.203519;-1.374178;-3.829155;
103782;-1.223587;-1.368366;-3.829184;
103783;-1.210214;-1.339251;-4.112845;
103784;-1.477663;-1.467352;-3.971042;
103785;-1.604702;-1.746848;-4.254705;
103786;-1.604702;-1.746848;-3.616512;
103787;-1.604701;-1.746847;-3.82923;
103788;-1.6047;-1.746846;-4.041951;
103789;-1.604698;-1.746843;-4.112845;
103790;-1.604697;-1.746842;-4.254659;
103791;-1.604712;-1.746859;-4.041953;
103792;-1.604718;-1.746865;-3.97105;
103793;-1.604713;-1.746859;-3.829206;
103794;-1.604712;-1.746858;-3.049178;
103795;-1.604724;-1.746872;-3.61645;
103796;-1.604726;-1.746874;-4.041912;
103797;-1.60472;-1.746867;-3.971036;
103798;-1.604719;-1.746866;-3.758305;
103799;-1.604712;-1.746858;-4.112836;
103800;-1.604713;-1.746859;-4.041924;
103801;-1.604726;-1.653707;-4.254636;
103802;-1.41751;-1.444084;-4.254652;
103803;-1.410839;-1.484861;-4.112934;
103804;-1.598063;-1.706138;-3.191063;
103805;-1.60476;-1.74691;-3.900157;
103806;-1.604765;-1.746916;-4.042018;
103807;-1.604782;-1.746934;-4.254867;
103808;-1.604786;-1.746939;-4.113017;
103809;-1.604794;-1.746948;-4.183889;
103810;-1.604797;-1.746951;-4.254782;
103811;-1.6048;-1.746955;-4.254751;
103812;-1.604791;-1.746945;-4.18382;
103813;-1.604781;-1.746933;-4.112888;
103814;-1.604785;-1.746938;-4.183814;
103815;-1.604789;-1.746942;-4.254738;
103816;-1.604807;-1.746962;-4.112973;
103817;-1.604819;-1.665449;-4.113013;
103818;-1.604807;-1.426685;-4.254802;
103819;-1.598114;-1.339332;-4.254782;
103820;-1.604807;-1.3801;-4.183878;
103821;-1.604809;-1.403394;-4.254795;
103822;-1.60482;-1.43252;-4.183953;
103823;-1.604822;-1.630513;-4.183971;
103824;-1.604827;-1.700398;-4.254827;
103825;-1.604828;-1.712045;-4.254818;
103826;-1.604828;-1.688752;-4.254767;
103827;-1.604828;-1.706222;-4.183851;
103828;-1.604804;-1.712019;-4.254722;
103829;-1.604804;-1.624671;-4.183807;
103830;-1.604803;-1.537323;-4.254686;
103831;-1.604806;-1.496563;-4.254683;
103832;-1.537955;-1.397583;-4.183747;
103833;-1.237049;-1.182121;-4.254653;
103834;-1.203611;-1.059828;-4.112814;
103835;-1.190236;-1.054004;-4.11281;
103836;-0.855897;-1.048177;-4.183708;
103837;-0.802404;-1.048178;-4.18375;
103838;-0.8024051;-1.048179;-4.11292;
103839;-0.8024102;-0.7628459;-3.687452;
103840;-0.5616925;-0.6987972;-3.971112;
103841;-0.4012084;-0.6987963;-4.18383;
103842;-0.1872303;-0.395984;-4.041982;
103843;0.04012062;-0.01164659;-4.183787;
103844;0.1337354;0;-4.183772;
103845;0;-0.05240851;-4.183756;
103846;0;-0.3319205;-4.041923;
103847;-0.213973;-0.5764939;-4.183768;
103848;-0.4011994;-0.6987807;-3.829223;
103849;-0.4011992;-0.6987802;-4.25467;
103850;-0.4011992;-0.6987801;-4.254663;
103851;-0.4011986;-0.6987792;-4.254644;
103852;-0.4011985;-0.698779;-4.254639;
103853;-0.5081776;-0.6987695;-4.254623;
103854;-0.8023843;-0.698768;-4.254621;
103855;-0.6619655;-0.6987664;-4.254552;
103856;-0.4011912;-0.6987663;-4.254548;
103857;-0.4011915;-0.6987668;-4.254607;
103858;-0.4011915;-0.6987668;-4.254606;
103859;-0.4011915;-0.6987668;-4.254595;
103860;-0.4011911;-0.6987662;-4.254613;
103861;-0.4011886;-0.6987618;-4.183815;
103862;-0.1872213;-0.6987611;-4.254732;
103863;0;-0.4949539;-4.183838;
103864;0.2674589;-0.2620345;-4.254755;
103865;0.401191;0;-4.183857;
103866;0.40119;0;-4.11293;
103867;0.4680528;0.005823008;-4.041989;
103868;0.8023747;0.3668487;-4.041998;
103869;0.8023726;0.6871118;-4.254749;
103870;0.8023766;0.6987612;-4.183846;
103871;0.8023812;0.6987652;-4.183856;
103872;0.8023781;0.6987627;-3.82927;
103873;0.8023756;0.6987603;-4.183813;
103874;0.8023735;0.6987585;-3.971091;
103875;0.802372;0.6987572;-4.042012;
103876;0.8023691;0.66964;-4.254723;
103877;0.8023677;0.430898;-3.403768;
103878;0.8023643;0.3726669;-3.829218;
103879;0.802363;0.6288745;-3.616477;
103880;0.8023593;0.6987463;-2.978261;
103881;0.8023584;0.6987454;-3.829189;
103882;0.8892763;0.698742;-4.041905;
103883;1.196845;0.7802613;-3.616439;
103884;1.49772;1.048107;-1.701847;
103885;1.6047;1.048107;-1.347296;
103886;1.604692;1.048102;-2.340032;
103887;1.604691;1.048102;-2.410942;
103888;1.604685;1.048097;-1.985478;
103889;1.604684;1.048097;-1.701838;
103890;1.604679;1.048093;-1.418195;
103891;1.430838;0.8850561;-1.489104;
103892;1.203505;0.7045492;-1.347284;
103893;1.096526;0.6987259;-0.7800058;
103894;0.8357649;0.6987245;-1.063644;
103895;1.156698;0.6987239;-1.418191;
103896;1.203498;0.6987227;-2.765471;
103897;1.210184;0.6987221;-2.552741;
103898;1.444195;0.6987211;-3.190925;
103899;1.203495;0.6987206;-2.623649;
103900;1.203493;0.6987199;-2.34001;
103901;1.203493;0.6987193;-0.7800033;
103902;1.203492;0.6987187;-1.13455;
103903;1.203491;0.6987181;-0.3545468;
103904;1.20349;0.6987178;-1.914552;
103905;1.002908;0.6987172;-1.630914;
103906;0.8090117;0.6987169;-0.2127279;
103907;0.8023251;0.6987165;-0.1418186;
103908;0.802325;0.6987163;-0.5672744;
103909;0.8023244;0.6987159;-1.063639;
103910;0.8023243;0.6987157;-1.489095;
103911;0.8023238;0.6987153;-1.560004;
103912;0.8023237;0.6987152;-1.347276;
103913;0.8023232;0.5356814;-0.2127278;
103914;0.8023232;0.3493574;0.07090925;
103915;0.8023227;0.3493572;-0.850911;
103916;0.8023227;0.3784703;-0.07090925;
103917;0.8023224;0.471632;-0.2127277;
103918;0.8023223;0.5356808;-0.3545462;
103919;0.8023222;0.4250509;-0.1418185;
103920;0.8023221;0.3842926;-0.4963647;
103921;0.7755778;0.3493568;-0.2127277;
103922;0.6886596;0.3493568;-0.2127277;
103923;0.441277;0.3493568;0;
103924;0.4011609;0.3493568;-0.2127277;
103925;0.4078469;0.3493567;-0.1418185;
103926;0.4212189;0.3493567;-0.07090925;
103927;0.4546489;0.3493567;-0.3545462;
103928;0.554939;0.3493567;-0.1418185;
103929;0.7154033;0.3493567;-0.283637;
103930;0.7822634;0.3493566;-0.850911;
103931;0.6485431;0.3493566;-0.07090925;
103932;0.5683109;0.3493566;-0.1418185;
103933;0.4613348;0.3493566;-0.1418185;
103934;0.595055;0.3493566;-0.283637;
103935;0.4345907;0.2911305;-0.6381832;
103936;0.4011607;0;-1.205457;
103937;0.2072663;-0.04658088;-0.4254555;
103938;-0.3276145;-0.4425183;-0.2127277;
103939;-0.4011607;-0.6987132;0;
103940;-0.4011607;-0.6987132;0.1418185;
103941;-0.4011607;-0.6987132;-0.07090925;
103942;-0.4011607;-0.6987132;0;
103943;-0.4011607;-0.6987132;-0.07090925;
103944;-0.4078467;-0.6987132;-0.3545462;
103945;-0.5616249;-0.6987132;-0.2127277;
103946;-0.7755773;-0.6987132;-0.07090925;
103947;-0.8023214;-0.6987132;-0.4254555;
103948;-0.8023214;-0.6987132;0;
103949;-0.8023214;-0.6987132;-0.07090925;
103950;-0.8023214;-0.6987132;-0.283637;
103951;-0.8023214;-0.6987132;0;
103952;-0.8023214;-0.6987132;0;
103953;-0.8023214;-0.6987132;0;
103954;-0.8023214;-0.6987132;-0.2127277;
103955;-0.8023214;-0.6987132;-0.1418185;
103956;-0.8023214;-0.6987132;-0.2127277;
103957;-0.8023214;-0.6987132;0;
103958;-0.8023214;-0.6987132;0;
103959;-0.8023214;-0.6987132;-0.2127277;
103960;-0.8023214;-0.6987132;0;
103961;-0.7154032;-0.6987132;-0.283637;
103962;-0.4011607;-0.4890992;-0.4254555;
103963;-0.3677306;-0.08733915;-0.850911;
103964;-0.01337202;0;-0.4963647;
103965;0.04680208;0;-2.056368;
103966;0.1337202;0;-0.07090925;
103967;0.4011607;0;-0.283637;
103968;0.4011607;0;-0.9927294;
103969;0.4011607;0;-0.4254555;
103970;0.4011607;0;-0.6381832;
103971;0.3008705;0;-0.2127277;
103972;-0.04011607;0;-0.2127277;
103973;-0.3677306;-0.00582261;0;
103974;-0.1738363;0;-0.07090925;
103975;-0.01337202;0;-0.1418185;
103976;0;0;-0.07090925;
103977;0.2406964;0;-0.2127277;
103978;0.4011607;0;-0.283637;
103979;0.4011607;0;-0.2127277;
103980;0.4011607;0;-0.283637;
103981;0.2206384;0;-0.2127277;
103982;-0.01337202;0;0.07090925;
103983;-0.2005803;0;0.07090925;
103984;-0.07354613;0;-0.07090925;
103985;0;0;0;
103986;-0.1738363;0;-0.07090925;
103987;-0.4011607;-0.1688557;0;
103988;-0.4011607;-0.3493566;-0.07090925;
103989;-0.4011607;-0.6055514;-0.283637;
103990;-0.4011607;-0.6987132;-0.283637;
103991;-0.5215089;-0.6987132;-0.2127277;
103992;-0.8023214;-0.6987132;-0.3545462;
103993;-0.8023214;-0.6987132;-0.4254555;
103994;-0.8023214;-0.6987132;-0.07090925;
103995;-0.8023214;-0.6987132;-0.283637;
103996;-0.8023214;-0.6987132;-0.1418185;
103997;-0.8023214;-0.6987132;-0.2127277;
103998;-0.8023214;-0.6987132;0;
103999;-0.8023214;-0.6987132;-0.07090925;
104000;-0.8023214;-0.6987132;0.1418185;
104001;-0.8023214;-0.6987132;-0.1418185;
104002;-0.8023214;-0.6987132;-0.1418185;
104003;-0.8023214;-0.6987132;0;
104004;-0.8023214;-0.6987132;0.07090925;
104005;-0.8023214;-0.6987132;0;
104006;-0.8023214;-0.6987132;0.07090925;
104007;-0.8023214;-0.6987132;0;
104008;-0.8023214;-0.6987132;-0.07090925;
104009;-0.8023214;-0.6987132;-0.567274;
104010;-0.8023214;-0.6987132;0;
104011;-0.8023214;-0.6987132;-0.1418185;
104012;-0.8023214;-0.6987132;-0.3545462;
104013;-0.8023214;-0.6987132;-0.07090925;
104014;-0.7956353;-0.6987132;-0.3545462;
104015;-0.7822633;-0.6987132;0;
104016;-0.7956353;-0.6987132;0;
104017;-0.7889493;-0.6987132;-0.1418185;
104018;-0.7889493;-0.6987132;-0.07090925;
104019;-0.7889493;-0.6987132;-0.2127277;
104020;-0.7488333;-0.6987132;-0.283637;
104021;-0.7154032;-0.6987132;-0.07090925;
104022;-0.601741;-0.6987132;0;
104023;-0.5148228;-0.6987132;-0.3545462;
104024;-0.4613348;-0.6987132;-0.283637;
104025;-0.4680208;-0.6987132;0;
104026;-0.4279047;-0.6987132;-0.567274;
104027;-0.4011607;-0.6987132;-0.4254555;
104028;-0.4011607;-0.6987132;-0.07090925;
104029;-0.4011607;-0.6987132;-0.1418185;
104030;-0.4011607;-0.6987132;-0.07090925;
104031;-0.4011607;-0.6987132;-0.1418185;
104032;-0.4011607;-0.6579549;-0.2127277;
104033;-0.4011607;-0.6055514;-0.1418185;
104034;-0.4011607;-0.5298575;0;
104035;-0.4011607;-0.4250505;-0.07090925;
104036;-0.4011607;-0.3842922;-0.4254555;
104037;-0.4011607;-0.4425183;-0.3545462;
104038;-0.4011607;-0.4599862;-0.283637;
104039;-0.4011607;-0.4716314;-0.4963647;
104040;-0.4011607;-0.5065671;-0.4254555;
104041;-0.4011607;-0.5240349;-0.1418185;
104042;-0.4011607;-0.6521323;-0.1418185;
104043;-0.4011607;-0.6696001;-0.2127277;
104044;-0.4011607;-0.6579549;-0.2127277;
104045;-0.4011607;-0.6696001;-0.2127277;
104046;-0.4011607;-0.6230192;-0.1418185;
104047;-0.4011607;-0.611374;-0.07090925;
104048;-0.4011607;-0.6463097;-0.2127277;
104049;-0.4011607;-0.6637775;-0.07090925;
104050;-0.4011607;-0.6696001;-0.2127277;
104051;-0.4011607;-0.6579549;0;
104052;-0.4011606;-0.6463096;-0.4254554;
104053;-0.4011606;-0.6696;-0.2836369;
104054;-0.4011606;-0.6521321;-0.1418184;
104055;-0.4011606;-0.6637774;-0.1418184;
104056;-0.4011606;-0.6754225;-0.2836369;
104057;-0.4011606;-0.6754225;-0.5672738;
104058;-0.4011606;-0.6870677;-1.063638;
104059;-0.4011606;-0.6404869;0;
104060;-0.4011606;-0.6113738;-0.07090922;
104061;-0.4011606;-0.6230191;-0.2836369;
104062;-0.4011606;-0.5240347;-0.2127277;
104063;-0.4011606;-0.4890991;-0.07090922;
104064;-0.4011606;-0.5298573;-0.2127277;
104065;-0.4011606;-0.593906;-0.2127277;
104066;-0.4011606;-0.6463095;-0.07090922;
104067;-0.4011606;-0.6812451;-0.4254553;
104068;-0.4011606;-0.6521321;-0.4254553;
104069;-0.4011606;-0.6695999;-0.2127277;
104070;-0.4011606;-0.6928903;-0.3545461;
